"Code","Identifier","Name_En","Name_Es","Name_Fr"
"0301.9900","1014","Live fish, other","Los demás peces vivos","Autres poissons, vivants"
"0301.9911","1015","Live Pacific salmon, Atlantic salmon and Danube salmon","Salmones del Pacífico, salmones del Atlántico y salmones del Danubio vivos","Saumons du Pacifique, saumons de l'Atlantique et saumons du Danube, vivants"
"0301.9918","1016","Other freshwater fish live (excl. ornamental fish, trout, eels, carp, Pacific, Atlantic, Danube salmon)","Los demás peces de agua dulce vivos","Autres poissons d'eau douce, vivants (excl. poissons d'orne, truites, anguilles, carpes, saumons)"
"0301.9985","1017","Other saltwater fish live (excl. Atlantic, Pacific, Southern bluefin tuna)","Los demás peces de mar, vivos (excepto  atunes del Atlántico, del Pacífico, del sur)","Autres poissons de mer, vivants (à l'excl. de  thons rouges de l'Atalantique, du Pacifique, du sud)"
"0302.1100","1018","Fr/ch trout ""Salmo trutta, Oncorhynchus mykiss, O. clarki, O. aguabonita, O. gilae, O. apache, O. chrysogaster""","Truchas (Salmo trutta, O.mykiss, O.clarki, O.aguabonita, O.gilae, O.apache, O.chrysogaster) frescas o refrigeradas","Truites [Salmo trutta, O.mykiss, O.clarki, O.aguabonita, O.gilae, O.apache,O.chrysogaster], fraîches ou réfrigérées"
"0302.1110","1019","Fr/ch trout ""Oncorhynchus apache and Oncorhynchus chrysogaster""","Truchas de las especies Oncorhynchus apache y Oncorhynchus chrysogaster, frescas o refrigeradas","Truites des espèces ''Oncorhynchus apache'' et ''Oncorhynchus chrysogaster'', fraîches ou réfrigérées"
"0302.1120","1020","Fr/ch trout  ""Oncorhynchus mykiss"", heads/gills on, gutted, > 1,2 kg, or with heads off, gilled/gutted,>1kg)","Truchas O.mykiss, sin descab, con branquias/eviscera>1,2 kg; descabez, sin branquias/evisceradas>1 kg, fres or refrig","Truites ''O. mykiss'', avec tête et branchies, vidées, pesant > 1,2 kg,ou étêtées, sans branchies, vidées, pesant > 1 kg"
"0302.1180","1021","Other fresh or chilled trout (Salmo trutta, Oncorhynchus mykiss, O.clarki, O.aguabonita, O. gilae)","Las demás truchas 'Salmo trutta, Oncorhynchus mykiss, O.clarki, O. aguabonita O.gilae"", frescas o refrigeradas","Autres truites des espèces ''Salmo trutta, Oncorhynchus mykiss, clarki, aguabonita gilae'', fraîches ou réfrigérées"
"0302.1300","1022","Fr/ch Pacific salmon","Salmones del Pacífico, frescos o refrigerados","Saumons du Pacifique,  frais ou réfrigérés"
"0302.1400","1023","Fr/ch Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho""","Salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho), frescos o refrigerados","Saumons de l'Atlantique (Salmo salar) et saumons du Danube (Hucho hucho),  frais ou réfrigérés"
"0302.1900","1024","Fr/ch other salmonidae (excl. trout, Pacific salmon, Atlantic salmon,Danube salmon), excl. livers and roes","Los demás salmónidos, excepto los hígados, huevas y lechas, frescos o refrigerados","Autres salmonidés, frais ou réfrigérés,  à l'exclusion des foies, œufs et laitances"
"0302.2100","1025","Fr/ch halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)","Halibut (fletán) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis),fresco o refrigerado","Flétans (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), frais ou réfrigérés"
"0302.2110","1026","Fr/ch lesser or Greenland halibut ""Hippoglossus hippoglossus""","Halibut (fletán) negro (Reinhardtius hippoglossoides) fresco o refrigerado","Flétans noirs [Reinhardtius hippoglossoides], frais ou réfrigérés"
"0302.2130","1027","Fr/ch Atlantic halibut ""Hippoglossus hippoglossus""","Halibut (fletán) atlántico (Hippoglossus hippoglossus), fresco o refrigerado","Flétans atlantiques [Hippoglossus hippoglossus], frais ou réfrigérés"
"0302.2190","1028","Fr/ch Pacific halibut ""Hippoglossus stenolepis""","Halibut (fletán) del Pacífico (Hippoglossus stenolepis), fresco o refrigerado","Flétans du Pacifique [Hippoglossus stenolepis], frais ou réfrigérés"
"0302.2200","1029","Fr/ch plaice ""Pleuronectes platessa""","Sollas (Pleuronectes platessa), frescas o refrigeradas","Plies ou carrelets [Pleuronectes platessa], frais ou réfrigérés"
"0302.2300","1030","Fr/ch sole ""Solea spp.""","Lenguados (Solea spp.), frescos o refrigerados","Soles [Solea spp.], fraîches ou réfrigérées"
"0302.2400","1031","Fr/ch turbot ""Psetta maxima""","Rodaballos (Psetta maxima), frescos o refrigerados","Turbots (Psetta maxima), frais ou réfrigérés"
"0302.2900","1032","Fr/ch other flat fish (excl. halibut, plaice, sole, turbot, megrim)","Los demás pescaods planos (excepto halibut, sollas, lenguados, rodaballos, gallos), frescos o refrigerados","Poissons plats (à l'excl. de flétans, plies, soles, turbots, megrim), frais ou réfrigérés"
"0302.2910","1033","Fr/ch megrim ""Lepidorhombus spp.""","Gallos (Lepidorhombus spp.), frescos o refrigerados","Cardines [Lepidorhombus spp.], fraîches ou réfrigérées"
"0302.2980","1034","Fr/ch other flat fish  (excl. halibut, plaice, sole, turbot, megrim)","Los demás pescaods planos (excepto halibut, sollas, lenguados, rodaballos, gallos), frescos o refrigerados","Poissons plats (à l'excl. de flétans, plies, soles, turbots, megrim), frais ou réfrigérés"
"0302.3100","1035","Fr/ch albacore or longfinned tunas ""Thunnus alalunga""","Albacoras o atunes blancos (Thunnus alalunga), frescos o refrigerados","Thons blancs ou germons [Thunnus alalunga], frais ou réfrigérés"
"0302.3110","1036","Fr/ch albacore or longfinned tunas ""Thunnus alalunga""  (for ind. manufacture under 1604)","Albacoras o atunes blancos (Thunnus alalunga),  frescos o refrigerados, destinados a la fabricación industrial 1604,","Thons blancs ou germons [Thunnus alalunga], frais/réfrig., pour fabrication industrielle des produits relevant au 1604"
"0302.3190","1037","Fr/ch albacore or longfinned tunas ""Thunnus alalunga"" (excl. for ind. manufacture)","Albacoras o atunes blancos (Thunnus alalunga), frescos o refrigerados, excepto atunes dest fabricación indust","Thons blancs ou germons [Thunnus alalunga], frais ou réfrigérés, à l'excl. de thons destinés à la fabrication industr"
"0302.3200","1038","Fr/ch yellowfin tunas ""Thunnus albacares""","Atunes de aleta amarilla (rabiles) (Thunnus albacares), frescos o refrigerados","Thons à nageoires jaunes [Thunnus albacares], frais ou réfrigérés"
"0302.3210","1039","Fr/ch yellowfin tunas ""Thunnus albacares""  (for ind. manufacture under 1604)","Atunes de aleta amarilla (rabiles) (Thunnus albacares), frescos/refrigerados, para la fabricación industrial de 1604","Thons à nageoires jaunes[Thunnus albacares],frais ou réfrig.,pour fabrication industrielle des produits relevant au 1604"
"0302.3290","1040","Fr/ch yellowfin tunas ""Thunnus albacares"" (excl. for ind. manufacture)","Los demás atunes de aleta amarilla (rabiles) (Thunnus albacares), frescos o refrigerados, exc destinados fabricación ind","Thons à nageoires jaunes [Thunnus albacares], frais ou réfrigérés, à l'excl. de thons destinés à la fabrication indust"
"0302.3300","1041","Fr/ch skipjack or stripe-bellied bonito","Listados o bonitos de vientre rayado, frescos o refrigerados","Listaos ou bonites à ventre rayé [Euthynnus -Katsuwonus- Pelamis], frais ou réfrigérés"
"0302.3310","1042","Fr/ch skipjack or stripe-bellied bonito (for ind. manufacture under 1604)","Listados o bonitos de vientre rayado,  frescos o refrigerados, destinados a la fabricación industrial de 1604","Listaos ou bonites à ventre rayé [Euthynnus -Katsuwonus- Pelamis], frais/réfrigérés, pour fabrication industr (1604)"
"0302.3390","1043","Fr/ch skipjack or stripe-bellied bonito (excl. for ind. manufacture)","Los demás listados o bonitos de vientre rayado,  frescos o refrigerados, excepto destinadosfabric industrial","Listaos/bonites à ventre rayé [Euthynnus -Katsuwonus- Pelamis], frais ou réfrig, à l'excl. de thons pour fabric.industr."
"0302.3400","1044","Fr/ch bigeye tunas ""Thunnus obesus""","Patudos o atunes ojo grande (Thunnus obesus), frescos o refrigerados","Thons obèses [Thunnus obesus], frais ou réfrigérés"
"0302.3410","1045","Fr/ch bigeye tunas ""Thunnus obesus"" (for ind. manufacture under 1604)","Patudos o atunes ojo grande (Thunnus obesus), frescos o refrigerados, destinados a la fabricación industrial de 1604","Thons obèses [Thunnus obesus], frais ou réfrigérés, destinés à la fabrication industrielle des produits relevant au 1604"
"0302.3490","1046","Fr/ch bigeye tunas ""Thunnus obesus"" (excl. for ind. manufacture)","Los demás patudos o atunes ojo grande (Thunnus obesus), frescos o refrigerados, excepto destinados a la fabric indus","Thons obèses [Thunnus obesus], frais ou réfrigérés, à l'excl. de thons destinés à la fabrication industrielle"
"0302.3500","1047","Fr/ch Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)","Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus, T.orientalis), frescos o refrigerados","Thons rouges de l'Atlantique et du Pacifique (Thunnus thynnus, Thunnus orientalis), frais ou réfrigérés"
"0302.3511","1048","Fr/ch Atlantic bluefin tuna (Thunnus thynnus) for ind. manufacture under 1604","Atunes comunes o aleta azul del Atlántico (Thunnus thynnus), frescos/refrigerados,para fabricación industrial","Thons rouges de l'Atlantique (Thunnus thynnus), frais ou réfrigérés, destinés à la fabrication industrielle pour1604"
"0302.3519","1049","Fr/ch Atlantic bluefin tuna ""Thunnus thynnus"" (excl. for ind. manufacture)","Atunes comunes o de aleta azul del Atlántico (Thunnus thynnus), frescos o refrigerados, excepto para fabricación indus","Thons rouges de l'Atlantique (Thunnus thynnus), frais ou réfrigérés, à l'excl. de thons destinés à la fabricatindustr"
"0302.3591","1050","Fr/ch Pacific bluefin tuna ""Thunnus orientalis""  (for ind. manufacture under 1604)","Atunes comunes o aleta azul del Pacífico (Thunnus orientalis), frescos o refrigerados,  dest  fabricación industrial","Thons rouges du Pacifique (Thunnus orientalis), frais ou réfrigérés, destinés à la fabric industri pour 1604"
"0302.3599","1051","Fr/ch Pacific bluefin tuna ""Thunnus orientalis"" (excl. for ind. manufacture)","Atunes comunes o de aleta azul del Pacífico(Thunnus orientalis),frescos o refrigerados, exc. destinados  fabric indust","Thons rouges du Pacifique (Thunnus orientalis), frais ou réfrigérés, à l'excl. de thons destinés à la fabric industri"
"0302.3600","1052","Fr/ch Southern bluefin tunas ""Thunnus maccoyii""","Atunes del sur (Thunnus maccoyii), frescos o refrigerados","Thons rouges du sud [Thunnus maccoyii], frais ou réfrigérés"
"0302.3610","1053","Fr/ch Southern bluefin tunas ""Thunnus maccoyii"" (for ind. manufacture under 1604)","Atunes del sur (Thunnus maccoyii), frescos o refrigerados,  destinados a la fabricación industrial de productos","Thons rouges du sud [Thunnus maccoyii], frais ou réfrigérés, destinés à la fabric industr des produits relevant au 1604"
"0302.3690","1054","Fr/ch Southern bluefin tunas ""Thunnus maccoyii"" (excl. for ind. manufacture)","Los demás atunes del sur (Thunnus maccoyii), frescos o refrigerados, excepto  destinados a la fabricación industrial","Thons rouges du sud [Thunnus maccoyii], frais ou réfrigérés, à l'excl. de thons destinés à la fabrication industrielle"
"0302.3900","1055","Fr/ch other tunas","Los demás atunes,  frescos o refrigerados","Autres thons, frais ou réfrigérés"
"0302.3920","1056","Fr/ch other tunas (for ind. manufacture under 1604)","Los demás atunes, frescos o refrigerados, destinados a la fabricación industrial","Autres thons, frais ou réfrigérés, destinés à la fabrication industrielle des produits relevant du no 1604"
"0302.3980","1057","Fr/ch other tunas (excl. for ind. manufacture under 1604)","Los demás atunes, frescos o refrigerados, excepto atunes destinados a la fabricación industrial","Autres thons, frais ou réfrigérés, à l'excl. de thons destinés à la fabrication industrielle"
"0302.4100","1058","Fr/ch herring (Clupea harengus, Clupea pallasii)","Arenques (Clupea harengus, Clupea pallasii), frescas o refrigeradas","Harengs (Clupea harengus, Clupea pallasii),  frais ou réfrigérés"
"0302.4200","1059","Fr/ch anchovies ""Engraulis spp.""","Anchoas (Engraulis spp.), frescas o refrigeradas","Anchois (Engraulis spp.),  frais ou réfrigérés"
"0302.4300","1060","Fr/ch sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.),brisling or sprats (Sprattus sprattus)","Sardinas, sardinelas y espadines, excepto los hígados, huevas y lechas, frescas o refrigeradas","Sardines , sardinelles, sprats ou esprots, frais ou réfrigérés"
"0302.4310","1061","Fr/ch sardines of the species Sardina pilchardus (European sardine)","Sardinas de la especie Sardina pilchardus (Sardina europea,), frescas o refrigeradas","Sardines de l'espèce Sardina pilchardus (Sardine d'Europe),  frais ou réfrigérés"
"0302.4330","1062","Fr/ch sardines of the genus Sardinops; sardinella (Sardinella spp.)","Sardinas del género Sardinops; sardinelas (Sardinella spp.), frescas o refrigeradas","Sardines du genre Sardinops; sardinella (Sardinella spp.),  frais ou réfrigérés"
"0302.4390","1063","Fr/ch brisling or sprats (Sprattus sprattus)","Espadines (Sprattus sprattus), frescas o refrigeradas","Sprats ou esprots (Sprattus sprattus),  frais ou réfrigérés"
"0302.4400","1064","Fr/ch mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)","Caballas (Scomber scombrus, Scomber australasicus, Scomber japonicus), frescas o refrigeradas","Maquereaux (Scomber scombrus, Scomber australasicus, Scomber japonicus),  frais ou réfrigérés"
"0302.4500","1065","Fr/ch jack and horse mackerel ""Trachurus spp.""","Jureles (Trachurus spp.), frescos y refrigerados","Chinchards noirs (Trachurus spp.),  frais ou réfrigérés"
"0302.4510","1066","Fr/ch atlantic horse mackerel ""Trachurus trachurus""","Jureles (Trachurus trachurus), frescos o refrigerados","Chinchards (saurels) d'Europe (Trachurus trachurus),  frais ou réfrigérés"
"0302.4530","1067","Fr/ch chilean jack mackerel ""Trachurus murphyi""","Jureles chilenos (Trachurus murphyi), frescos o refrigerados","Chinchards du Chili (Trachurus murphyi),  frais ou réfrigérés"
"0302.4590","1068","Fr/ch Jack and horse mackerels nei ""Trachurus spp. "" (excl. T. trachurus, T. murphyi)","Los demás Trachurus spp. (excepto T. trachurus, T. murphyi), frescos o refrigerados","Autres Trachurus spp. (à l'excl. de T. trachurus, T. murphyi),  frais ou réfrigérés"
"0302.4600","1069","Fr/ch cobia ""Rachycentron canadum""","Cobias (Rachycentron canadum), frescas o refrigeradas","Mafous (Rachycentron canadum),  frais ou réfrigérés"
"0302.4700","1070","Fr/ch swordfish ""Xiphias gladius""","Peces espada (Xiphias gladius),  frescas o refrigeradas","Espadons (Xiphias gladius),  frais ou réfrigérés"
"0302.5100","1071","Fr/ch cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus""","Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus),  frescos o refrigerados","Morues (Gadus morhua, ogac,  macrocephalus), à l'exclusion des foies, œufs et laitances,  fraîches ou réfrigérées"
"0302.5110","1072","Fr/ch Atlantic cod ""Gadus morhua""","Bacalaos de la especie Gadus morhua, frescos o refrigerados","Morues  de l'espèce Gadus morhua,  fraîches ou réfrigérées"
"0302.5190","1073","Fr/ch Greenland cod, Pacific cod ""Gadus ogac, Gadus macrocephalus""","Other bacalaos de la especie Gadus ogac y Gadus macrocephalus,  frescos o refrigerados","Autres morues  de l'espèce Gadus ogac et Gadus macrocephalus, fraîches ou réfrigérées"
"0302.5200","1074","Fr/ch haddock ""Melanogrammus aeglefinus""","Eglefinos (Melanogrammus aeglefinus), frescos o refrigerados","Églefins (Melanogrammus aeglefinus),  frais ou réfrigérés"
"0302.5300","1075","Fr/ch coalfish ""Pollachius virens""","Carboneros (Pollachius virens), frescos o refrigerados","Lieus noirs (Pollachius virens), frais ou réfrigérés"
"0302.5400","1076","Fr/ch hake ""Merluccius spp., Urophycis spp.""","Merluzas (Merluccius spp., Urophycis spp.),  frescas o refrigeradas","Merlus (Merluccius spp., Urophycis spp.), frais ou réfrigérés"
"0302.5411","1077","Fr/ch cape hake ""Merluccius capensis"" and deepwater hake ""Merluccius paradoxus""","Merluza del Cabo (Merluccius capensis) y merluza de altura (Merluccius paradoxus),  frescas o refrigeradas","Merlus blancs du Cap (Merluccius capensis) et merlus noirs du Cap (Merluccius paradoxus), frais ou réfrigérés"
"0302.5415","1078","Fr/ch southern hake ""Merluccius australis""","Merluza austral (merluza sureña) (Merluccius australis),  frescas o refrigeradas","Merlus australs (Merluccius australis), frais ou réfrigérés"
"0302.5419","1079","Other fr/ch hake of the genus Merluccius (excl. M. capensis, M. australis)","Las demás merluzas del género Merluccius (excepto M. capensis, M. australis), frescas o refrigeradas","Autres merlus du genre Merluccius (à l'excl. de M. capensis, M. australis) , frais ou réfrigérés"
"0302.5490","1080","Fr/ch hake of the genus Urophycis","Merluza del género Urophycis,  frescas o refrigeradas","Merlus du genre Urophycis, frais ou réfrigérés"
"0302.5500","1081","Fr/ch Alaska pollack ""heragra chalcogramma""","Abadejo de Alaska (Theragra chalcogramma), frescos o refrigerados","Lieus d'Alaska (Theragra chalcogramma), frais ou réfrigérés"
"0302.5600","1082","Fr/ch blue whitings ""Micromesistius poutassou, Micromesistius australis""","Bacaladillas (Micromesistius poutassou, Micromesistius australis), frescas o refrigeradas","Merlans bleus (Micromesistius poutassou, Micromesistius australis), frais ou réfrigérés"
"0302.5900","1083","Other fr/ch Gadiformes, excluding livers and roes","Los demás pescados gadiformes, frecos o refrigerados, excepto los hígados, huevas y lechas","Autres poissons Gadiformes,  frais ou réfrigérés, à l'exclusion des foies, œufs et laitances"
"0302.5910","1084","Fr/ch fish of the species ""Boreogadus saida"" (Polar cod)","Pescados de la especie Boreogadus saida,  frescos o refrigerados","Poissons de l'espèce Boreogadus saida,  frais ou réfrigérés"
"0302.5920","1085","Fr/ch whiting ""Merlangius merlangus""","Merlanes (Merlangius merlangus),  frescas o refrigeradas","Merlans (Merlangius merlangus),  frais ou réfrigérés"
"0302.5930","1086","Fr/ch pollack ""Pollachius pollachius""","Abadejos (Pollachius pollachius),  frescos o refrigerados","Lieus jaunes (Pollachius pollachius),  frais ou réfrigérés"
"0302.5940","1087","Fr/ch ling ""Molva spp.""","Maruca y escolanos (Molva spp.),  frescos o refrigerados","Lingues (Molva spp.), fraîches ou réfrigérées"
"0302.5990","1088","Other fr/ch gadiformes (excl. cod,haddock,coalfish,hake,Alaska pollack,blue whiting,polar cod,whiting,pollack,ling)","Los demás pescados gadiformes excepto los hígados, huevas y lechas, frecos o refrigerados","Autres poissons Gadiformes, frais ou réfrigérés"
"0302.7100","1089","Fr/ch tilapia ""Oreochromis spp.""","Tilapias (Oreochromis spp.),  frescas o refrigeradas","Tilapias (Oreochromis spp.), frais ou réfrigérés"
"0302.7200","1090","Fr/ch catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""","Bagres o pez gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.),  frescos o refrigerados","Siluridés (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), frais ou réfrigérés"
"0302.7300","1091","Fr/ch carp (selected species as HS2012)","Carpas (esp HS2012),  frescas o refrigeradas","Carpes (espèces HS2012), fraîches ou réfrigérées"
"0302.7400","1092","Fr/ch eels ""Anguilla spp.""","Anguilas (Anguilla spp.),  frescas o refrigeradas","Anguilles (Anguilla spp.), fraîches ou réfrigérées"
"0302.7900","1093","Fr/ch fish of the species Nile perch ""Lates niloticus"" and snakeheads ""Channa spp.""","Los demás pescadospercas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.),  frescos o refrigerados","Poissons de l'espèce  perches du Nil (Lates niloticus) et poissons tête de serpent (Channa spp.), frais ou réfrigérés"
"0302.8100","1094","Fr/ch dogfish and other sharks","Escualos, frescos o refrigerados","Squales, frais ou réfrigérés"
"0302.8110","1095","Fr/ch dogfish of the species Squalus acanthias","Mielgas (Squalus acanthias), frescas o refrigeradas","Aiguillats (Squalus acanthias), frais ou réfrigérés"
"0302.8120","1096","Fr/ch dogfish of the species Scyliorhinus spp.","Pintarrojas (Scyliorhinus spp.), frescas o refrigeradas","Roussettes (Scyliorhinus spp.), fraîches ou réfrigérées"
"0302.8130","1097","Fr/ch porbeagle shark ""Lamna nasus""","Marrajo sardinero (Lamna nasus), fresco o refrigerado","Requins-taupes communs (Lamna nasus), frais ou réfrigérés"
"0302.8190","1098","Other fr/ch dogfish and other sharks (excl. Squalus acanthias, Scyliorhinus spp., Lamna nasus)","Los demás escualos, frescos o refrigerados (excepto Squalus acanthias, Scyliorhinus spp., Lamna nasus)","Autres squales, frais ou réfrigérés (à excl. de Squalus acanthias, Scyliorhinus spp., Lamna nasus)"
"0302.8200","1099","Fr/ch rays and skates (Rajidae)","Rayas (Rajidae), frescas o refrigeradas","Raies (Rajidae), fraîches ou réfrigérées"
"0302.8300","1100","Fr/ch toothfish ""Dissostichus spp.""","Austromerluza antártica y austromerluza negra ((Dissostichus spp.), fresca o refrigerada","Légines (Dissostichus spp.), fraîches ou réfrigérées"
"0302.8400","1101","Fr/ch sea bass ""Dicentrarchus spp.""","Róbalos (Dicentrarchus spp.), frescos o refrigerados","Bars (Dicentrarchus spp.),   frais ou réfrigérés"
"0302.8410","1102","Fr/ch European sea bass ""Dicentrarchus labrax""","Róbalos o lubinas (Dicentrarchus labrax), frescos o refrigerados","Bars (loups) européens (Dicentrarchus labrax),  frais ou réfrigérés"
"0302.8490","1103","Fr/ch sea bass (excl. European seabass ""Dicentrarchus labrax)","Los demás róbalos (excepto Dicentrarchus labrax), frescos o refrigerados","Autres bars (à l'excl. de Dicentrarchus labrax),  frais ou réfrigérés"
"0302.8500","1104","Fr/ch sea bream (Sparidae)","Sargos (Doradas, Espáridos) (Sparidae), frescos o refrigerados","Dorades (Sparidés), fraîches ou réfrigérées"
"0302.8510","1105","Fr/ch sea bream of the species ""Dentex dentex"" or ""Pagellus spp.""","Sargos de las especies Dentex dentex y Pagellus spp, frescos o refrigerados","Dorades de mer des espèces Dentex dentex ou Pagellus spp.,  fraîches ou réfrigérées"
"0302.8530","1106","Fr/ch gilt-head sea bream ""Sparus aurata""","Pargos dorados (Sparus aurata), frescos o refrigerados","Dorades royales (Sparus aurata),  fraîches ou réfrigérées"
"0302.8590","1107","Other fr/ch sea breams (Sparidae) (excl.  of the species Dentex dentex, Pagellus spp. and Sparus aurata)","Los demás sargos (doradas, espáridos) exc.  Dentex dentex, Pagellus spp y Sparus aurata, frescos o refrigerados","Autres dorades (Sparidés) à l'excl. des Dentex dentex, Pagellus spp. et Sparus aurata"
"0302.8900","1108","Other fr/ch freshwater and saltwater fish, excl. livers and roes","Los demás pescados de agua dulce y de mar frescos o refrigerados, excepto los hígados, huevas y lechas","Autres poissons d'eaus douce y de mer frais ou réfrigérés, à l'exclusion des foies, œufs et laitances,"
"0302.8910","1109","Fr/ch freshwater fish nei,  excl. livers and roes","Los demás pescados de agua dulce nep, excepto los hígados, huevas y lechas, frescos o refrigerados","Autres poissons frais ou réfrigérés d'eau douce nca, à l'exclusion des foies, œufs et laitances, frais ou réfrigérés"
"0302.8921","1110","Other fr/ch fish of the genus Euthynnus, other than the skipjack or stripe-bellied bonito, for industrial manufacture","Los demás pescados, frescos o refrigerados del género Euthynnus, excepto 030233, destinados a la fabricación industrial","Autres poissons frais ou réfrigérés Euthynnus, autres que les listaos ou bonites à ventre rayé, pour fabric. Ind."
"0302.8929","1111","Other fr/ch fish of the genus Euthynnus, other than the skipjack or stripe-bellied bonito, not for ind. manufacture","Los demás pescados, frescos o refrigerados del género Euthynnus, excepto 030233, no destinados a la fabricación ind.","Autres poissons frais ou réfrigérés Euthynnus, non listaos/bonites à ventre rayé (030233), non destinés à la fabri ind."
"0302.8931","1112","Fr/ch redfish of the species Sebastes marinus","Gallinetas nórdicas (Sebastes spp.) de la especie Sebastes marinus, frescas o refrigeradas","Rascasses du Nord ou sébastes (Sebastes spp.) de l'espèce Sebastes marinus,  frais ou réfrigérés"
"0302.8939","1113","Fr/ch redfish ""Sebastes spp."" (excl. Sebastes marinus)","Los demás gallinetas nórdicas (Sebastes spp.) excepto de la especie Sebastes marinus, frescas o refrigeradas","Autres Rascasses du Nord ou sébastes (Sebastes spp.) à l'excl. de l'espèce Sebastes marinus,  frais ou réfrigérés"
"0302.8940","1114","Fr/ch ray's bream ""Brama spp.""","Japutas (Brama spp.), frescas o refrigeradas","Castagnoles (Brama spp.),  fraîches ou réfrigérées"
"0302.8950","1115","Fr/ch monkfish ""Lophius spp.""","Rapes (Lophius spp.), frescos o refrigerados","Baudroies (Lophius spp.),  fraîches ou réfrigérées"
"0302.8960","1116","Fr/ch pink cusk-eel ""Genypterus blacodes""","Rosadas (Genypterus blacodes), frescas o refrigeradas","Abadèches roses (Genypterus blacodes), fraîches ou réfrigérées"
"0302.8990","1117","Fr/ch saltwater fish nei, excl. livers and roes","Los demás pescados de mar nep excepto los hígados, huevas y lechas,  frescos o refrigerados","Autres Poissons de mer nca à l'exclusion des foies, œufs et laitances, frais ou réfrigérés frais ou réfrigérés"
