"DCAT","Dataset","Name_En","Name_Es","Name_Fr","Reference_year"
"05.4","1","Aquaculture production includes animals, plants and microorganisms harvested through aquaculture activities, whether marine or inland.

Aquaculture is the farming of aquatic organisms including fish, molluscs, crustaceans and aquatic plants (seaweed and other algae). Farming implies some form of intervention in the rearing process to enhance production, such as regular stocking, feeding, protection from predators, etc. Farming also implies individual or corporate ownership of the stock being cultivated. For statistical purposes, aquatic organisms which are harvested by an individual or corporate body which has owned them throughout their rearing period contribute to aquaculture while aquatic organisms which are exploitable by the public as a common property resource, with or without appropriate licenses, are the harvest of fisheries production.

Fish, crustaceans, molluscs and all other aquatic organisms included in the dataset have been classified according to approximately 740 commercial species items, further arranged within the 50 groups of species constituting the nine divisions of the FAO International Standard Statistical Classification of Aquatic Animals and Plants (ISSCAAP) on the basis of their taxonomic, ecological and economic characteristics. The taxonomic code descriptors are taken from the ""ASFIS list of species for fishery statistics purposes"" (version 2024). Please note that the list of species disseminated in these datasets might not adhere entirely to ASFIS (version 2024) due to differing publication schedules. More information about the ASFIS list and the ISSCAAP classification is available at https://www.fao.org/fishery/en/collection/asfis .

Aquaculture production is reported by three culture environments: freshwater, brackishwater and marine waters:

• By freshwater is meant waters with a consistently negligible salinity

• By brackishwater is meant waters in which the salinity is appreciable but not to a constant high level. It is usually characterized by regular daily and seasonal fluctuations in salinity due to freshwater and full strength marine water influxes. Enclosed coastal and inland water bodies in which the salinity is greater than freshwater but less than marine water are also regarded as brackish

• By marine is meant coastal and offshore waters in which the salinity is maximal and not subject to significant daily and seasonal variation

Aquaculture production is also classified according to the inland or marine area where production took place. These are divided into eight major inland fishing areas and 19 [major marine fishing areas](https://www.fao.org/cwp-on-fishery-statistics/handbook/general-concepts/main-water-areas/en/), internationally established for fishery statistical purposes.

Statistical concepts and standards related to aquaculture statistics are available in the [Handbook of Fishery Statistics of the Coordinating Working Party on Fishery Statistics (CWP)](https://www.fao.org/cwp-on-fishery-statistics/handbook/en/).","","","2023"
"05.4","1","Aquaculture production includes aquatic animals, plants and microorganisms harvested through aquaculture activities, whether marine or inland.

Aquaculture is the farming of aquatic organisms including fish, molluscs, crustaceans and aquatic plants (seaweed and other algae - macroalgae, microalgae and cyanobacteria). Farming implies some form of intervention in the rearing process to enhance production, such as regular stocking, feeding, protection from predators, etc. Farming also implies individual or corporate ownership of the stock being cultivated. For statistical purposes, aquatic organisms  harvested by an individual or corporate body that has owned them throughout their rearing period are classified as aquaculture, whereas aquatic organisms that are exploitable by the public as a common property resource, with or without appropriate licenses, are classified as the harvest of fisheries production.

Fish, crustaceans, molluscs and all other aquatic organisms included in the dataset have been classified according to approximately 770 commercial species items, further arranged within the 50 groups of species constituting the nine divisions of the FAO International Standard Statistical Classification of Aquatic Animals and Plants (ISSCAAP) on the basis of their taxonomic, ecological and economic characteristics. The taxonomic code descriptors are taken from the ""ASFIS list of species for fishery statistics purposes"" (version 2026), which will be disseminated during summer 2026. Please note that the list of species disseminated in these datasets might not adhere entirely to ASFIS (version 2026) due to differing publication schedules. More information about the ASFIS list and the ISSCAAP classification is available at https://www.fao.org/fishery/en/collection/asfis .

Aquaculture production is reported by three culture environments: freshwater, brackishwater and marine waters:

• By freshwater is meant waters with a consistently negligible salinity

• By brackishwater is meant waters in which the salinity is appreciable but not to a constant high level. It is usually characterized by regular daily and seasonal fluctuations in salinity due to freshwater and full strength marine water influxes. Enclosed coastal and inland water bodies in which the salinity is greater than freshwater but less than marine water are also regarded as brackish

• By marine is meant coastal and offshore waters in which the salinity is maximal and not subject to significant daily and seasonal variation

Aquaculture production is also classified according to the inland or marine area where production took place. These are divided into eight major inland fishing areas and 19 [major marine fishing areas](https://www.fao.org/cwp-on-fishery-statistics/handbook/general-concepts/main-water-areas/en/), internationally established for fishery statistical purposes.

Statistical concepts and standards related to aquaculture statistics are available in the [Handbook of Fishery Statistics of the Coordinating Working Party on Fishery Statistics (CWP)](https://www.fao.org/cwp-on-fishery-statistics/handbook/en/).","La producción acuícola comprende animales, plantas y microorganismos acuáticos obtenidos mediante actividades acuícolas, tanto marinas como continentales.

La acuicultura es el cultivo de organismos acuáticos, incluyendo peces, moluscos, crustáceos y plantas acuáticas (algas marinas y otras algas: macroalgas, microalgas y cianobacterias). El cultivo implica algún tipo de intervención en el proceso de cría para mejorar la producción, como la repoblación regular, la alimentación, la protección contra depredadores, etc. También implica la propiedad individual o corporativa de los organismos cultivados. A efectos estadísticos, los organismos acuáticos que son cosechados por una persona o entidad que los ha poseído durante todo su período de cría se consideran parte de la acuicultura, mientras que los organismos acuáticos que son explotados por el público como recurso de dominio público, con o sin las licencias correspondientes, se consideran parte de la producción pesquera.

Los peces, crustáceos, moluscos y demás organismos acuáticos incluidos en el conjunto de datos se han clasificado según aproximadamente 770 especies comerciales, organizadas a su vez en los 50 grupos de especies que conforman las nueve divisiones de la Clasificación Estadística Internacional Uniforme de Animales y Plantas Acuáticas (CEIUAPA) de la FAO, en función de sus características taxonómicas, ecológicas y económicas. Los descriptores de códigos taxonómicos se han tomado de la «Lista de especies de la ASFIS para fines estadísticos pesqueros» (versión 2026) que se difundirá durante el verano de 2026. Tenga en cuenta que la lista de especies difundida en estos conjuntos de datos podría no ajustarse completamente a la ASFIS (versión 2026) debido a las diferencias en los calendarios de publicación. Para obtener más información sobre la lista de la ASFIS y la clasificación ISSCAAP, visite https://www.fao.org/fishery/en/collection/asfis.

La producción acuícola se clasifica según tres entornos de cultivo: agua dulce, agua salobre y agua marina:

• Se entiende por agua dulce aquella con una salinidad prácticamente nula.

• Se entiende por agua salobre aquella cuya salinidad es apreciable, pero no alcanza un nivel alto constante. Se caracteriza generalmente por fluctuaciones diarias y estacionales regulares de la salinidad debido a la entrada de agua dulce y agua marina en su máxima concentración. Las masas de agua costeras e interiores cerradas, cuya salinidad es mayor que la del agua dulce pero menor que la del agua marina, también se consideran salobres.

• Se entiende por agua marina aquella cuya salinidad es máxima y no presenta variaciones diarias ni estacionales significativas.

La producción acuícola también se clasifica según la zona (interior o marina) donde se realiza. Estas zonas se dividen en ocho áreas pesqueras continentales principales y 19 [áreas pesqueras marinas principales](https://www.fao.org/cwp-on-fishery-statistics/handbook/general-concepts/main-water-areas/es/), establecidas internacionalmente con fines estadísticos pesqueros.

Los conceptos y estándares estadísticos relacionados con la acuicultura se encuentran disponibles en el [Manual de Estadísticas Pesqueras del Grupo de Trabajo Coordinador sobre Estadísticas Pesqueras (CWP)](https://www.fao.org/cwp-on-fishery-statistics/handbook/es/).","La production aquacole comprend les animaux, les plantes et les micro-organismes aquatiques récoltés grâce aux activités aquacoles, qu'elles soient marines ou terrestres.

L'aquaculture est l'élevage d'organismes aquatiques, notamment de poissons, de mollusques, de crustacés et de plantes aquatiques (algues marines et autres algues: macroalgues, microalgues et cyanobactéries). L'élevage implique une forme d'intervention afin d'améliorer la production, comme le réempoissonnement régulier, l'alimentation, la protection contre les prédateurs, etc. L'élevage implique également la propriété individuelle ou en société du stock cultivé. À des fins statistiques, les organismes aquatiques récoltés par une personne physique ou morale qui en a été propriétaire tout au long de leur période d'élevage relèvent de l'aquaculture, tandis que les organismes aquatiques exploitables par le public en tant que ressource commune, avec ou sans permis approprié, relèvent de la production halieutique.

Les poissons, crustacés, mollusques et tous les autres organismes aquatiques inclus dans l'ensemble de données ont été classés selon environ 770 espèces commerciales, elles-mêmes réparties dans les 50 groupes d'espèces constituant les neuf divisions de la Classification statistique internationale type des animaux et des plantes aquatiques (CSITAPA) de la FAO, en fonction de leurs caractéristiques taxonomiques, écologiques et économiques. Les descripteurs des codes taxonomiques sont tirés de la « La liste ASFIS des espèces pour les besoins des statistiques des pêches » (version 2026) qui sera diffusée durant l'été 2026. Veuillez noter que la liste des espèces diffusée dans ces jeux de données peut ne pas être entièrement conforme à l'ASFIS (version 2026) en raison de différences dans les calendriers de publication. Pour plus d'informations sur la liste ASFIS et la classification CSITAPA, veuillez consulter le site : https://www.fao.org/fishery/fr/collection/asfis. 

La production aquacole est rapportée selon trois milieux d'élevage : eau douce, eau saumâtre et eau de mer :

• Par eau douce, on entend les eaux dont la salinité est constamment négligeable.

• Par eau saumâtre, on entend les eaux dont la salinité est appréciable, mais non constamment élevée. Elle est généralement caractérisée par des fluctuations quotidiennes et saisonnières régulières de la salinité, dues aux apports d'eau douce et d'eau de mer. Les plans d'eau côtiers et intérieurs fermés dont la salinité est supérieure à celle de l'eau douce, mais inférieure à celle de l'eau de mer, sont également considérés comme saumâtres.

• Par eau de mer, on entend les eaux côtières et hauturières où la salinité est maximale et ne subit pas de variations quotidiennes et saisonnières significatives.

La production de l'aquaculture est également classée selon la zone d'eaux intérieures ou marines où l'élevage a eu lieu. Ces zones sont réparties en huit principales zones de pêche continentales selon la FAO et 19 principales [zones de pêche](https://www.fao.org/cwp-on-fishery-statistics/handbook/general-concepts/main-water-areas/fr) maritime de la FAO, établies internationalement à des fins statistiques sur les pêches.

Les concepts et normes statistiques relatifs aux statistiques de l'aquaculture sont disponibles dans le [Manuel des statistiques des pêches du Groupe de travail chargé de coordonner les statistiques des pêches (CWP)](https://www.fao.org/cwp-on-fishery-statistics/handbook/fr).","2024"
"05.5","1","The list of countries and the geographical classification are primarily based on the UN ""[Standard country or area codes for statistical use](https://unstats.un.org/unsd/methodology/m49/)"".
Additional country classifications available in the released workspace of this dataset available in FishStatJ or online query panel are based on a variety of sources. Here below the main ones:

• [Least Developed Countries (LDC) (version 2024)](https://www.un.org/development/desa/dpad/wp-content/uploads/sites/45/publication/ldc_list.pdf)

• [Low-Income Food-Deficit Countries (LIFDCs) (2023 revision)](https://www.fao.org/countryprofiles/lifdc/en/)

• [Landlocked Developing Countries (LLDCs)](https://unctad.org/topic/landlocked-developing-countries/list-of-LLDCs)

• [Small Island Developing States (SIDS)](https://www.un.org/ohrlls/content/list-sids)

• [Net Food-Importing Developing Countries (NFIDC) (2024 revision)](https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=q:/G/AG/5R12.pdf&Open=True)

• [The classification of the World Bank by income (2025 revision)](https://datahelpdesk.worldbank.org/knowledgebase/articles/906519-world-bank-country-and-lending-groups)

The term “country"" or ""country or area” as used in the dataset also covers territories, cities and land areas, as well as provinces, districts, enclaves and other parts of territories or combinations of countries or areas such as economic or customs unions. Country or area names and designations are subject to nationally announced changes. Name changes announced recently may not have been incorporated in this dataset release but will be reflected in future ones. The designations employed and the presentation of material in this dataset do not imply the expression of any opinion whatsoever on the part of FAO concerning the legal or development status of any country, territory, city or area or of its authorities, or concerning the delimitation of its frontiers or boundaries.

Specific notes on geographical coverage: 

1) Information provided by Ukraine excludes statistical data concerning the Autonomous Republic of Crimea, the city of Sevastopol and the Donetsk, Luhansk, Kherson and Zaporizhzhia regions. The information is presented without prejudice to relevant UN General Assembly and UN Security Council resolutions, which reaffirm the territorial integrity of Ukraine. 

2) Information provided by the Russian Federation includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.

3) Data for countries that belonged to the former Union of Soviet Socialist Republics (former USSR) are available as a single aggregate until 1991. 

4) For statistical purposes, the data for China do not include China, Hong Kong SAR, China, Macao SAR and Taiwan Province of China, which are presented separately. Therefore, “China” refers to China’s mainland only.

5) Detailed country or area notes are available inside the global fisheries and aquaculture production workspace in FishStatJ.","","","2023"
"05.5","1","The list of countries and the geographical classification are primarily based on the UN ""[Standard country or area codes for statistical use](https://unstats.un.org/unsd/methodology/m49/)"".
Additional country classifications available in the released workspace of this dataset available in FishStatJ or online query panel are based on a variety of sources. Here below the main ones:

• [Least Developed Countries (LDC) (version 2024)](https://www.un.org/development/desa/dpad/wp-content/uploads/sites/45/publication/ldc_list.pdf)

• [Low-Income Food-Deficit Countries (LIFDCs) (2026 revision)](https://www.fao.org/countryprofiles/lifdc/en/)

• [Landlocked Developing Countries (LLDCs)](https://unctad.org/topic/landlocked-developing-countries/list-of-LLDCs)

• [Small Island Developing States (SIDS)](https://www.un.org/ohrlls/content/list-sids)

• [Net Food-Importing Developing Countries (NFIDC) (2024 revision)](https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=q:/G/AG/5R12.pdf&Open=True)

• [The classification of the World Bank by income (2026 revision)](https://datahelpdesk.worldbank.org/knowledgebase/articles/906519-world-bank-country-and-lending-groups)

The term “country"" or ""country or area” as used in the dataset also covers territories, cities and land areas, as well as provinces, districts, enclaves and other parts of territories or combinations of countries or areas such as economic or customs unions. Country or area names and designations are subject to nationally announced changes. Name changes announced recently may not have been incorporated in this dataset release but will be reflected in future ones. The designations employed and the presentation of material in this dataset do not imply the expression of any opinion whatsoever on the part of FAO concerning the legal or development status of any country, territory, city or area or of its authorities, or concerning the delimitation of its frontiers or boundaries.

Specific notes on geographical coverage: 

1) Information provided by Ukraine excludes statistical data concerning the Autonomous Republic of Crimea, the city of Sevastopol and the Donetsk, Luhansk, Kherson and Zaporizhzhia regions. The information is presented without prejudice to relevant UN General Assembly and UN Security Council resolutions, which reaffirm the territorial integrity of Ukraine. 

2) Information provided by the Russian Federation includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.

3) Data for countries that belonged to the former Union of Soviet Socialist Republics (former USSR) are available as a single aggregate until 1991. 

4) For statistical purposes, the data for China do not include China, Hong Kong SAR, China, Macao SAR and Taiwan Province of China, which are presented separately. Therefore, “China” refers to China’s mainland only.

5) Detailed country or area notes are available inside the global fisheries and aquaculture production workspace in FishStatJ.","La lista de países y la clasificación geográfica se basan principalmente en los [códigos estándar de países o áreas para uso estadístico de la ONU](https://unstats.un.org/unsd/methodology/m49/).

Las clasificaciones adicionales de países disponibles en el espacio de trabajo de este conjunto de datos, accesible en FishStatJ o en el panel de consulta en línea, se basan en diversas fuentes. A continuación, las principales:

• [Países Menos Adelantados (PMA) (versión 2024)](https://www.un.org/development/desa/dpad/wp-content/uploads/sites/45/publication/ldc_list.pdf)

• [Países de Bajos Ingresos con Déficit Alimentario (PABD) (revisión 2026)](https://www.fao.org/countryprofiles/lifdc/en/)

• [Países en Desarrollo sin Litoral (PDSL)](https://unctad.org/topic/landlocked-developing-countries/list-of-LLDC)

• [Pequeños Estados Insulares en Desarrollo (PEID)](https://www.un.org/ohrlls/content/list-sids)

• [Países en Desarrollo Importadores Netos de Alimentos (PDIF) (Revisión 2024)](https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=q:/G/AG/5R12.pdf&Open=True)

• [Clasificación del Banco Mundial por ingresos (revisión de 2026)](https://datahelpdesk.worldbank.org/knowledgebase/articles/906519-world-bank-country-and-lending-groups)

El término «país» o «país o área», tal como se utiliza en el conjunto de datos, abarca territorios, ciudades y áreas terrestres, así como provincias, distritos, enclaves y otras partes de territorios o combinaciones de países o áreas, como uniones económicas o aduaneras. Los nombres y designaciones de países o áreas están sujetos a cambios anunciados a nivel nacional. Es posible que los cambios de nombre anunciados recientemente no se hayan incorporado en esta versión del conjunto de datos, pero se reflejarán en futuras versiones. Las denominaciones empleadas y la presentación del material en este conjunto de datos no implican la expresión de opinión alguna por parte de la FAO sobre la situación jurídica o de desarrollo de ningún país, territorio, ciudad o zona, ni sobre sus autoridades, ni sobre la delimitación de sus fronteras.

Notas específicas sobre la cobertura geográfica:

1) La información proporcionada por Ucrania excluye los datos estadísticos relativos a la República Autónoma de Crimea, la ciudad de Sebastopol y las regiones de Donetsk, Lugansk, Jersón y Zaporiyia. Esta información se presenta sin perjuicio de las resoluciones pertinentes de la Asamblea General y del Consejo de Seguridad de las Naciones Unidas, que reafirman la integridad territorial de Ucrania.

2) La información proporcionada por la Federación de Rusia incluye datos estadísticos de la República Autónoma de Crimea y la ciudad de Sebastopol, Ucrania, ocupada temporalmente por la Federación de Rusia.

3) Los datos de los países que pertenecieron a la antigua Unión de Repúblicas Socialistas Soviéticas (antigua URSS) están disponibles como un único agregado hasta 1991.

4) A efectos estadísticos, los datos de China no incluyen China, la RAE de Hong Kong, China, la RAE de Macao ni la provincia china de Taiwán, que se presentan por separado. Por lo tanto, «China» se refiere únicamente a la China continental.

5) En el espacio de trabajo global de producción pesquera y acuícola de FishStatJ se encuentran disponibles notas detalladas sobre países o regiones.","La liste des pays et la classification géographique sont principalement basées sur les [« Codes standard des pays et des zones à usage statistique » des Nations Unies](https://unstats.un.org/unsd/methodology/m49/). D'autres classifications de pays, disponibles dans l'espace de travail de cet ensemble de données accessible via FishStatJ ou le panneau de requête en ligne, proviennent de diverses sources. Voici les principales catégories :

• [Pays les moins avancés (PMA) (version 2024)](https://www.un.org/development/desa/dpad/wp-content/uploads/sites/45/publication/ldc_list.pdf)

• [Pays à faible revenu et à déficit vivrier (PFRDV) (révision 2026)](https://www.fao.org/member-countries/lifdc/fr)

• [Pays en développement sans littoral (PDSL)](https://unctad.org/topic/landlocked-developing-countries/list-of-LLDCs)

• [Petits États insulaires en développement (PEID)](https://www.un.org/ohrlls/content/list-sids)

• [Pays en développement importateurs nets de produits alimentaires (PDNIPA) (révision 2024)](https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=q:/G/AG/5R12.pdf&Open=True)

• [Classification de la Banque mondiale par revenu (révision 2026)](https://datahelpdesk.worldbank.org/knowledgebase/articles/906519-world-bank-country-and-lending-groups)

Le terme « pays » ou « pays ou zone », tel qu’il est utilisé dans l’ensemble de données, couvre également les territoires, les villes et les superficies, ainsi que les provinces, les districts, les enclaves et autres parties de territoires ou regroupements de pays ou de zones, tels que les unions économiques ou douanières. Les noms et désignations des pays ou zones sont susceptibles d’être modifiés au niveau national. Les changements de noms annoncés récemment peuvent ne pas avoir été intégrés à cette version de l’ensemble de données, mais le seront dans les versions ultérieures. Les appellations employées et la présentation des données figurant dans cet ensemble n'impliquent de la part de la FAO aucune prise de position quant au statut juridique ou de développement d'un pays, territoire, ville ou zone, ou de ses autorités, ni quant à la délimitation de ses frontières.

Notes spécifiques sur la couverture géographique :

1) Les informations fournies par l'Ukraine excluent les données statistiques relatives à la République autonome de Crimée, à la ville de Sébastopol et aux régions de Donetsk, Louhansk, Kherson et Zaporijia. Ces informations sont présentées sans préjudice des résolutions pertinentes de l'Assemblée générale et du Conseil de sécurité des Nations Unies, qui réaffirment l'intégrité territoriale de l'Ukraine.

2) Les informations fournies par la Fédération de Russie incluent les données statistiques relatives à la République autonome de Crimée et à la ville de Sébastopol (Ukraine), temporairement occupée par la Fédération de Russie. 

3) Les données relatives aux pays ayant appartenu à l'ex-Union des républiques socialistes soviétiques (ex-URSS) sont disponibles sous forme d'agrégat unique jusqu'en 1991.

4) À des fins statistiques, les données relatives à la Chine n'incluent pas la Chine continentale, Hong Kong, Macao et Taïwan, qui sont présentées séparément. Par conséquent, le terme « Chine » désigne uniquement la Chine continentale.

5) Des notes détaillées par pays ou zone sont disponibles dans l'espace de travail « Statistiques mondiales des captures et de production de l’aquaculture de la FAO » de FishStatJ.","2024"
"05.6","1","From 1950 to 2023 for quantities; from 1984 to 2023 for values","1950-2023 para las cantidades y 1984-2023 para los valores","1950-2023 pour les quantités et 1984-2023 pour les valeurs","2023"
"05.6","1","From 1950 to 2024 for quantities; from 1984 to 2024 for values","1950-2024 para las cantidades y 1984-2024 para los valores","De 1950 à 2024 pour les quantités ; de 1984 à 2024 pour les valeurs","2024"
"05.7","1","Not applicable","No aplica","Pas applicable","2024"
"06","1","Production of fish, crustaceans and molluscs are expressed in live weight, that is the nominal weight of the aquatic organisms at the time of harvest. Production of aquatic plants is given in wet weight. Data are expressed in tonnes (=1000 kg). The value of aquaculture, converted from local currencies, is reported in thousands US dollars using appropriate exchange rates and is expressed in nominal terms.","La producción de peces, crustáceos y moluscos se expresan en peso en vivo, es decir el peso nominal de los organismos acuáticos en el momento de la captura. La producción de plantas acuáticas se indica en peso en húmedo.
Las cantidades se expresan en toneladas (=1000 kg). El valor de la acuicultura, convertido a partir de las monedas nacionales, se indica en miles de dólares EE.UU. utilizando los tipos de cambio apropiados apropiados y se expresa en términos nominales. La conversión se realiza aplicando tasas de cambio promedio anuales de la base de datos del Fondo Monetario Internacional (FMI).","La production de poissons, de crustacés et de mollusques est exprimée en poids vif, c'est-à-dire le poids nominal des organismes aquatiques au moment de la récolte. La production de plantes aquatiques est exprimée en poids humide. Les données sont exprimées en tonnes (1 000 kg). La valeur de l'aquaculture, convertie à partir des monnaies locales, est exprimée en milliers de dollars américains à l'aide des taux de change appropriés et est exprimée en termes nominaux.","2024"
"07","1","The annual period used is the calendar year (1 January-31 December), with the exceptions of some countries for which a split-year is used. Split-year data are shown under the calendar year in which the split-year ends.","El período anual utilizado es el año civil (1 de enero-31 de diciembre), excepto para algunos países para los que se utiliza el año emergente. Los datos correspondientes a los años emergentes se incluyen en el año civil en que termina el año emergente.","La période annuelle utilisée correspond à l'année civile (du 1er janvier au 31 décembre), sauf pour certains pays où une année fractionnée est appliquée. Les données relatives aux années fractionnées sont présentées sous l'année civile au cours de laquelle l'année fractionnée prend fin.","2024"
"08.1","1","[Article I of the FAO Constitution](https://www.fao.org/3/x5584e/x5584e0i.htm) requires the Organization to collect, analyze, interpret and disseminate information relating to nutrition, food and agriculture (FAO, 1945).","El [Artículo I de la Constitución de la FAO](https://www.fao.org/3/x5584e/x5584e0i.htm) exige a la Organización recopilar, analizar, interpretar y difundir información relacionada con la nutrición, la alimentación y la agricultura (FAO, 1945).","L’[article I de l’Acte constitutif de la FAO](https://www.fao.org/4/x5584fr/x5584fr.pdf#page=112) exige de l’Organisation qu’elle collecte, analyse, interprète et diffuse des informations relatives à la nutrition, à l’alimentation et à l’agriculture (FAO, 1945).","2024"
"08.2","1","These statistics are drawn primarily from official data from countries and territories, who have primary responsibility for data collection. FAO collects data from countries annually through questionnaires specific to each dataset and each country.","Estas estadísticas se basan principalmente en datos oficiales de los países y territorios, quienes tienen la responsabilidad principal de recopilarlos. La FAO recopila datos de los países anualmente mediante cuestionarios específicos para cada conjunto de datos y cada país.","Ces statistiques sont principalement issues de données officielles des pays et territoires, qui sont principalement responsables de la collecte des données. La FAO collecte des données auprès des pays chaque année au moyen de questionnaires spécifiques à chaque ensemble de données et à chaque pays.","2024"
"09.1","1","FAO data and statistics are produced in accordance with FAO Policy on Data Protection and the implementation modalities of FAO SDQAF Principle 4 on Data protection and Statistical Confidentiality.","Los datos y las estadísticas de la FAO se elaboran de conformidad con la Política de la FAO sobre protección de datos y las modalidades de aplicación del Principio 4 del Marco de Evaluación de la Calidad y Seguridad de la Información de la FAO (SDQAF) sobre protección de datos y confidencialidad estadística.","Les données et statistiques de la FAO sont produites conformément à la Politique de la FAO relative à la protection des données et aux modalités de mise en œuvre du principe 4 du SDQAF de la FAO relatif à la protection des données et à la confidentialité statistique.","2024"
"09.2","1","If any, confidential data are not disseminated by FAO as such. Suppressed confidential data are marked in the database with SDMX flag “Q - Missing value; suppressed”.","Cuando corresponda, la FAO no divulga datos confidenciales tal cual. Los datos confidenciales eliminados se marcan en la base de datos con el indicador SDMX ""Q - Valor faltante; eliminado"".","Le cas échéant, les données confidentielles ne sont pas diffusées en tant que telles par la FAO. Les données confidentielles supprimées sont marquées dans la base de données par l'indicateur SDMX « Q - Valeur manquante ; Supprimée ».","2024"
"09.3","1","Not applicable","No aplica","Pas applicable","2024"
"10.1","1","FAO FishStat data releases follow a release calendar available publicly at the main [FAO FishStat page]( https://www.fao.org/fishery/en/fishstat).
Global fisheries and aquaculture production data for the most recent available year are disseminated annually in March.","Las publicaciones de datos de FAO FishStat siguen un calendario de publicación disponible públicamente en la página principal de [FAO FishStat](https://www.fao.org/fishery/es/fishstat).
Los datos mundiales de producción pesquera y acuícola del año más reciente disponible se difunden anualmente en marzo.","Les données de FAO FishStat sont publiées selon un calendrier accessible au public sur la page principale de [FAO FishStat]( https://www.fao.org/fishery/fr/fishstat).
Les données mondiales sur la production halieutique et aquacole pour l’année la plus récente disponible sont diffusées chaque année en mars.","2024"
