"Code","ISSCFCmapping","Identifier","Name_En","Name_Es","Name_Fr"
"0302.33","","519","Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), fresh or chilled","Listados (bonitos de vientre rayado) (Katsuwonus pelamis), frescos o refrigerados","Listaos (bonites à ventre rayé) (Katsuwonus pelamis), frais ou réfrigérés"
"0302.34","","520","Bigeye tuna, fresh or chilled","Patudo, fresco o refrigerado","Thons obèses, frais ou réfrigéré"
"0302.35","","521","Bluefin tuna (Thunnus thynnus, Thunnus orientalis), fresh or chilled","Atún rojo (Thunnus thynnus, Thunnus orientalis)  fresco o refrigerado","Thons rouges (Thunnus thynnus, Thunnus orientalis), frais ou réfrigéré"
"0302.36","","522","Fresh or chilled Southern bluefin tuna (Thunnus maccoyii)","Atún rojo del Sur (Thunnus maccoyii), fresco o refrigerado","Thons rouges du Sud (Thunnus maccoyii), frais ou réfrigéré"
"0302.39","","523","Other tunas, fresh or chilled","Los demás atunes, frescos o refrigerados","Autres thons, frais ou réfrigérés"
"0302.41","","524","Herrings (Clupea harengus, Clupea pallasii), fresh or chilled","Arenques (Clupea harengus, Clupea pallasii), frescos o refrigerados","Harengs (Clupea harengus, Clupea pallasii), frais ou réfrigérés"
"0302.42","","525","Anchovies (Engraulis spp.), fresh or chilled","Anchoas (Engraulis spp.), frescas o refrigeradas","Anchois (Engraulis spp.), frais ou réfrigérés"
"0302.43","","526","Sardines, sardinellas, brisling or sprats, fresh or chilled","Sardinas, sardinelas y espadines, frescos o refrigerados","Sardines, sardinelles, sprats ou esprots, frais ou réfrigérés"
"0302.44","","527","Mackerel, fresh or chilled","Caballas, frescos o refrigerados","Maquereaux, frais ou réfrigérés"
"0302.45","","528","Jack and horse mackerel (Trachurus spp.), fresh or chilled","Jureles (Trachurus spp.), frescos o refrigerados","Chinchards (Trachurus spp.), frais ou réfrigérés"
"0302.46","","529","Cobia (Rachycentron canadum), fresh or chilled","Cobias (Rachycentron canadum), frescas o refrigeradas","Mafous (Rachycentron canadum), frais ou réfrigérés"
"0302.47","","530","Swordfish (Xiphias gladius), fresh or chilled","Peces espada (Xiphias gladius), frescos o refrigerados","Espadons (Xiphias gladius), frais ou réfrigérés"
"0302.49","","531","Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, fresh or chilled","Caballas de la India, carites,pámpanos,palometones plateados,papardas del Pacífico,macarelas,capelanes,bacoretas orientales,bonitos,agujas, marlines,peces vela o picudos,frescos/refrigerados","Maquereaux indo-pacifiques, thazards, carangues, castagnoles argentées, balaous Pacifique, comètes, capelans, Thonines orientales,  bonites, marlins, makaires, voiliers, frais ou réfrigérés"
"0302.51","","532","Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), fresh or chilled","Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus), frescos o refrigerados","Morues (Gadus morhua, Gadus ogac, Gadus macrocephalus), fraîches ou réfrigérées"
"0302.52","","533","Haddock (Melanogrammus aeglefinus), fresh or chilled","Eglefinos (Melanogrammus aeglefinus), frescos o refrigerados","Églefins (Melanogrammus aeglefinus), frais ou réfrigérés"
"0302.53","","534","Coalfish (=Saithe), fresh or chilled","Carboneros (Pollachius virens), frescos o refrigerados","Lieus noirs (Pollachius virens), frais ou réfrigérés"
"0302.54","","535","Hake (Merluccius spp., Urophycis spp.), fresh or chilled","Merluzas (Merluccius spp., Urophycis spp.), frescas o refrigeradas","Merlus (Merluccius spp., Urophycis spp.), frais ou réfrigérés"
"0302.55","","536","Alaska Pollock (Theragra chalcogramma), fresh or chilled","Abadejo de Alaska (Theragra chalcogramma), frescos o refrigerados","Lieus d'Alaska (Theragra chalcogramma),  frais ou réfrigérés"
"0302.56","","537","Blue whitings (Micromesistius poutassou, Micromesistius australis), fresh or chilled","Bacaladillas (Micromesistius poutassou, Micromesistius australis), frescas o refrigeradas","Merlans bleus (Micromesistius poutassou, Micromesistius australis), frais ou réfrigérés"
"0302.59","","538","Other Gadiformes, fresh or chilled","Gadiformes, frescos o refrigerados, nep","Poissons Gadiformes, frais ou réfrigérés, nca"
"0302.71","","539","Tilapias (Oreochromis spp.), fresh or chilled","Tilapias (Oreochromis spp.),  frescos o refrigerados","Tilapias (Oreochromis spp.),  frais ou réfrigérés"
"0302.72","","540","Catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp."",  fresh or chilled","Bagres ""Pangasius spp. Silurus spp. Clarias spp. Ictalurus spp."" ,  frescos o refrigerados","Siluridés (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.),  frais ou réfrigérés"
"0302.73","","541","Carp,  fresh or chilled","Carpas,  frescas o refrigeradas","Carpes,  fraîches ou réfrigérées"
"0302.74","","542","Eels (Anguilla spp.),  fresh or chilled","Anguilas (Anguilla spp.),  frescas o refrigeradas","Anguilles (Anguilla spp.),  fraîches ou réfrigérées"
"0302.79","","543","Nile perch (Lates niloticus) and snakeheads (Channa spp.),  fresh or chilled","Percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.),  frescos o refrigerados","Perches du Nil (Lates niloticus) et poissons tête de serpent (Channa spp.),  frais ou réfrigérés"
"0302.81","","544","Dogfish and other sharks, fresh or chilled","Cazones y demás escualos, frescos o refrigerados","Squales, frais ou réfrigérés"
"0302.82","","545","Rays and skates (Rajidae), fresh or chilled","Rayas (Rajidae), frescas o refrigeradas","Raies (Rajidae), fraîches ou réfrigérées"
"0302.83","","546","Toothfish (Dissostichus spp.), fresh or chilled","Austromerluzas (Dissostichus spp.), frescas o refrigeradas","Légines (Dissostichus spp.), fraîches ou réfrigérées"
"0302.84","","547","Seabass (Dicentrarchus spp.),  fresh or chilled","Róbalos (Dicentrarchus spp.), frescos o refrigerados","Bars (Dicentrarchus spp.),  frais ou réfrigérés"
"0302.85","","548","Seabream (Sparidae),  fresh or chilled","Sargos (Doradas, Espáridos) (Sparidae), frescos o refrigerados","Dorades (Sparidés) (Sparidae), fraîches ou réfrigérées"
"0302.89","","549","Other freshwater or saltwater fish,  fresh or chilled","Los demás pescados de agua dulce y marinos, frescos o refrigerados","Autres poissons de mer et d'eau douce, frais ou réfrigérés"
"0302.91","","550","Livers, roes, milt, fresh or chilled","Hígados, huevas y lechas de pescado, frescos o refrigerados","Foies, rogues, laitance, frais ou réfrigérés"
"0302.92","","551","Shark fins, fresh or chilled","Aletas de tiburón, frescas o refrigeradas","Ailerons de requin, frais ou réfrigérés"
"0302.99","","552","Fish heads, tails, maws, tongues, fresh or chilled","Cabezas, colas, vejigas natatorias de pescado, frescos o refrigerados","Têtes, queues, vessies natatoires de poissons, fraîs ou réfrigérés"
"0303.11","","553","Sockeye salmon(red salmon)(Oncorhynchus nerka) frozen","Salmón rojo (Oncorhynchus nerka), congelado","Saumons rouges (Oncorhynchus nerka), congelés"
"0303.12","","554","Other Pacific salmon, frozen","Los demás salmones del Pacífico,  congelados","Autres saumons du Pacifique, congelés"
"0303.13","","555","Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), frozen","Salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho),  congelados","Saumons de l'Atlantique (Salmo salar) et saumons du Danube (Hucho hucho), congelés"
"0303.14","","556","Trout, frozen","Truchas,  congeladas","Truites, congelées"
"0303.19","","557","Other salmonidae, frozen","Los demás salmónidos, congelados","Autres salmonidés, congelés"
"0303.23","","558","Tilapias (Oreochromis spp.), frozen","Tilapias (Oreochromis spp.), congeladas","Tilapias (Oreochromis spp.),  congelés"
"0303.24","","559","Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), frozen","Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), congelados","Siluridés (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.),  congelés"
"0303.25","","560","Carp, frozen","Carpas, congeladas","Carpes, congelées"
"0303.26","","561","Eels (Anguilla spp.), frozen","Anguilas (Anguilla spp.), congeladas","Anguilles (Anguilla spp.), congelées"
"0303.29","","562","Nile perch (Lates niloticus) and snakeheads (Channa spp.), frozen","Percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.), congelados","Perches du Nil (Lates niloticus) et poissons tête de serpent (Channa spp.), congelés"
"0303.31","","563","Greenland, Atlantic and Pacific halibut, frozen","Halibut, congelados","Flétans, congelés"
"0303.32","","564","Plaice (Pleuronectes platessa), frozen","Sollas (Pleuronectes platessa), congeladas","Plies ou carrelets (Pleuronectes platessa), congelés"
"0303.33","","565","Sole (Solea spp.), frozen","Lenguados (Solea spp.), congelados","Soles (Solea spp.), congelées"
"0303.34","","566","Turbots (Psetta maxima), frozen","Rodaballos (Psetta maxima), congelados","Turbots (Psetta maxima),  congelés"
"0303.39","","567","Other flatfish, frozen","Los demás pescados planos, congelados","Autres poissons plats, congelés"
"0303.41","","568","Albacore or longfinned tunas (Thunnus alalunga), frozen","Albacores o atunes blancos (Thunnus alalunga), congelados","Thons blancs ou germons (Thunnus alalunga), congelés"
"0303.42","","569","Yellowfin tunas (Thunnus albacares), frozen","Atunes de aleta amarilla [rabiles] (Thunnus albacares), congelados","Thons à nageoires jaunes (Thunnus albacares), congelés"
"0303.43","","570","Skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), frozen","Listados (bonitos de vientre rayado) (Katsuwonus pelamis), congelados","Listaos (bonites à ventre rayé) (Katsuwonus pelamis), congelés"
"0303.44","","571","Bigeye tuna, frozen","Patudo, congelado","Thons obèses, congelés"
"0303.45","","572","Bluefin tuna (Thunnus thynnus, Thunnus orientalis), frozen","Atún rojo (Thunnus thynnus, Thunnus orientalis), congelado","Thons rouges (Thunnus thynnus, Thunnus orientalis), congelés"
"0303.46","","573","Southern bluefin tuna (Thunnus maccoyii), frozen","Atún rojo del Sur (Thunnus maccoyii), congelado","Thons rouges du Sud (Thunnus maccoyii), congelés"
"0303.49","","574","Other tunas, frozen","Los demás atunes, congelados","Autres thons, congelés"
"0303.51","","575","Herrings (Clupea spp.), frozen","Arenques (Clupea spp.), congelados","Harengs (Clupea spp.), congelés"
"0303.53","","576","Sardines, sardinella, brisling or sprats, frozen","Sardinas, sardinelas y espadines, congeladas","Sardines, sardinelles, sprats ou esprots, congelés"
"0303.54","","577","Mackerel, frozen","Caballas, congeladas","Maquereaux, congelés"
"0303.55","","578","Jack and horse mackerel (Trachurus spp.), frozen","Jureles (Trachurus spp.), congelados","Chinchards (Trachurus spp.), congelés"
"0303.56","","579","Cobia (Rachycentron canadum), frozen","Cobias (Rachycentron canadum), congeladas","Mafous (Rachycentron canadum), congelés"
"0303.57","","580","Swordfish (Xiphias gladius), frozen","Peces espada (Xiphias gladius), congelados","Espadons (Xiphias gladius), congelés"
"0303.59","","581","Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen","Anchoas, caballas de la India,carites,pámpanos,palometones plateados,papardas del Pacífico,macarelas,capelanes,bacoretas orientales,bonitos,agujas,marlines, peces vela o picudos, congelados","Anchois, Maquereaux indo-pacifiques, thazards,carangues, castagnoles argentées,balaous Pacifique,comètes,capelans,Thonines orientales,bonites,marlins,makaires,voiliers,congelés"
"0303.63","","582","Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), frozen","Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus), congelados","Morues (Gadus morhua, Gadus ogac, Gadus macrocephalus), congelées"
"0303.64","","583","Haddock (Melanogrammus aeglefinus), frozen","Eglefinos (Melanogrammus aeglefinus), congelados","Églefins (Melanogrammus aeglefinus), congelés"
"0303.65","","584","Coalfish (=Saithe) (Pollachius virens), frozen","Carboneros (Pollachius virens), congelados","Lieus noirs (Pollachius virens), congelés"
"0303.66","","585","Hake (Merluccius spp., Urophycis spp.), frozen","Merluzas (Merluccius spp., Urophycis spp.), congeladas","Merlus (Merluccius spp., Urophycis spp.), congelés"
"0303.67","","586","Alaska Pollock (Theragra chalcogramma), frozen","Abadejo de Alaska (Theraga chalcogramma), congelado","Lieus d'Alaska (Theragra chalcogramma), congelés"
"0303.68","","587","Blue whiting (Micromesistius poutassou, Micromesistius australis), frozen","Bacaladillas (Micromesistius poutassou, Micromesistius australis), congeladas","Merlans bleus (Micromesistius poutassou, Micromesistius australis), congelés"
"0303.69","","588","Other Gadiformes, frozen","Los demás Gadiformes, congelados","Autres poissons Gadiformes, congelés"
"0303.81","","589","Dogfish and other sharks, frozen","Cazones y demás escualos, congelados","Squales, congelés"
"0303.82","","590","Rays and skates (Rajidae),  frozen","Rayas (Rajidae), congeladas","Raies (Rajidae), congelées"
"0303.83","","591","Toothfish (Dissostichus spp.), frozen","Austromerluzas (Dissostichus spp.), congeladas","Légines (Dissostichus spp.), congelées"
"0303.84","","592","Seabass (Dicentrarchus spp.),  frozen","Róbalos (Dicentrarchus spp.), congelados","Bars (Dicentrarchus spp.), congelés"
"0303.89","","593","Other freshwater and saltwater fish, frozen","Los demás pescados de agua dulce y marinos, congelados","Autres poissons d'eau douce et de mer, congelés"
"0303.91","","594","Livers, roes, milt, frozen","Hígados, huevas, lechas de pescado, congelados","Foies, rogues, laitance, congelés"
"0303.92","","595","Shark fins, frozen","Aletas de tiburón, congeladas","Ailerons de requin, congelés"
"0303.99","","596","Fish heads, tails, maws, tongues, frozen","Cabezas, colas, vejigas natatorias de pescado, congelados","Têtes, queues, vessies natatoires de poissons, congelés"
"0304.31","","597","Tilapias (Oreochromis spp.), fillets, fresh or chilled","Filetes de tilapias (Oreochromis spp.), frescos o refrigerados","Filets de tilapias (Oreochromis spp.), frais ou réfrigérés"
"0304.32","","598","Catfish, fillets, fresh or chilled","Filetes de bagres o pez gato, frescos o refrigerados","Filets de siluridés, frais ou réfrigérés"
"0304.33","","599","Nile Perch (Lates niloticus), fillets, fresh or chilled","Filetes de percas del Nilo (Lates niloticus), frescos o refrigerados","Filets de perches du Nil (Lates niloticus), frais ou réfrigérés"
"0304.39","","600","Carps, eels and snakeheads (Channa spp.), fillets, fresh or chilled","Filetes de carpas, anguilas y peces cabeza de serpiente (Channa spp.), frescos o refrigerados","Filets de carpes, anguilles  et poissons tête de serpent (Channa spp.), frais ou réfrigérés"
"0304.41","","601","Pacific, Atlantic and Danube salmon, fillets, fresh or chilled","Filetes de salmones del Pacífico, del Atlántico (Salmo salar) y del Danubio (Hucho hucho) , frescos o refrigerados","Filets de saumons du Pacifique, de l'Atlantique  et du Danube (Hucho hucho), frais ou réfrigérés"
"0304.42","","602","Trout, fillets, fresh or chilled","Filetes de truchas,  frescos o refrigerados","Filets de truites, frais ou réfrigérés"
"0304.43","","603","Flat fish, fillets, fresh or chilled","Filetes de pescados planos, frescos o refrigerados","Filets de poissons plats, frais ou réfrigérés"
"0304.44","","604","Gadiformes, fillets, fresh or chilled","Gadiformes en filetes, frescos o refrigerados","Filets de poissons Gadiformes, frais ou réfrigérés"
"0304.45","","605","Swordfish (Xiphias gladius), fillets, fresh or chilled","Filetes de peces espada (Xiphias gladius), frescos o refrigerados","Filets d'espadons (Xiphias gladius), frais ou réfrigérés"
"0304.46","","606","Toothfish (Dissostichus spp.), fillets, fresh or chilled","Filetes de austromerluza (Dissostichus spp.), frescos o refrigerados","Filets de légines (Dissostichus spp.), frais ou réfrigérés"
"0304.47","","607","Dogfish (Squalidae) and other sharks, fillets, fresh or chilled","Filetes de cazones y demás escualos (Squalidae), frescos o refrigerados","Filets de squales (Squalidae), frais ou réfrigérés"
"0304.48","","608","Rays and skates (Rajidae) fillets, fresh or chilled","Filetes de rayas (Rajidae), frescos o refrigerados","Filets de raies (Rajidae), frais ou réfrigérés"
"0304.49","","609","Fish fillets, fresh or chilled, nei","Filetes de los demás pescados, frescos o refrigerados","Filets de poissons, frais ou réfrigérés nca"
"0304.51","","610","Meat of tilapias, catfish, carp, eels, nile perch and snakeheads, minced or not, fresh or chilled","Carne de tilapias,bagres o peces gatos,carpas,anguilas,percas del Nilo y peces cabeza de serpiente, fresca o refrigerada","Chair de tilapias, siluridés, carpes, anguilles, perches du Nil et poissons tête de serpent, fraîche ou réfrigérée"
"0304.52","","611","Salmonidae, meat, minced or not, fresh or chilled","Carne de salmónidos, incluso picada, fresca o refrigerada","Chair de salmonidés, même hachée, fraîche, réfrigérée ou congelée"
"0304.53","","612","Gadiformes, meat, minced or not, fresh or chilled","Carne de gadiformes, incluso picada, fresca o refrigerada","Chair de poissons Gadiformes,  même hachée, fraîche ou réfrigérée"
"0304.54","","613","Swordfish (Xiphias gladius) meat, minced or not, fresh or chilled","Carne de peces espada (Xiphias gladius), fresca o refrigerada","Chair d'espadons (Xiphias gladius), fraîche ou réfrigérée"
"0304.55","","614","Toothfish (Dissostichus spp.), meat, minced or not, fresh or chilled","Carne de austromerluza (Dissostichus spp.), fresca o refrigerada","Chair de légines (Dissostichus spp.), fraîche ou réfrigérée"
"0304.56","","615","Dogfish (Squalidae) and other sharks, meat, minced or not, fresh or chilled","Carne de cazones y demás escualos (Squalidae), fresca o refrigerada","Chair de squale (Squalidae), fraîche ou réfrigérée"
"0304.57","","616","Rays and skates (Rajidae) meat, minced or not, fresh or chilled","Carne de rayas (Rajidae), fresca o refrigeradas","Chair de raies (Rajidae), fraîche ou réfrigérée"
"0304.59","","617","Other fish meat, minced or not, fresh or chilled","Los demás carnes de pescado, fresca o refrigerada","Chair de poissons, même hachée, fraîche ou réfrigérée"
"0304.61","","618","Tilapias (Oreochromis spp.), fillets, frozen","Filetes de tilapias (Oreochromis spp.), congelados","Filets de tilapias (Oreochromis spp.), congelés"
"0304.62","","619","Catfish, fillets, frozen","Filetes de bagres o pez gato, congelados","Filets de siluridés, congelés"
"0304.63","","620","Nile Perch (Lates niloticus), fillets, frozen","Filetes de percas del Nilo (Lates niloticus), congelados","Filets de perches du Nil (Lates niloticus), congelés"
"0304.69","","621","Carps, eels and snakeheads, fillets, frozen","Filetes de carpas, anguilas y peces cabeza de serpiente (Channa spp.), congelados","Filets de carpes, anguilles  et poissons tête de serpent (Channa spp.), congelés"
"0304.71","","622","Cod, fillets, frozen","Filetes de bacalaos, congelados","Filets de morues, congelés"
"0304.72","","623","Haddock (Melanogrammus aeglefinus), fillets, frozen","Filetes de eglefinos (Melanogrammus aeglefinus), congelados","Filets d'églefins (Melanogrammus aeglefinus), congelés"
"0304.73","","624","Coalfish(=Saithe) (Pollachius virens), fillets, frozen","Filetes de carboneros (Pollachius virens), congelados","Filets de lieus noirs (Pollachius virens), congelés"
"0304.74","","625","Hake (Merluccius spp., Urophycis spp.), fillets, frozen","Filetes de merluzas (Merluccius spp., Urophycis spp.), congelados","Filets de merlus (Merluccius spp., Urophycis spp.), congelés"
"0304.75","","626","Alaska Pollock (Theragra chalcogramma), fillets, frozen","Filetes de abadejo de Alaska (Theraga chalcogramma), congelados","Filets de lieus d'Alaska (Theragra chalcogramma), congelés"
"0304.79","","627","Gadiformes fillets (excl. cod, haddock, coalfish/saithe, hake, Alaska pollock), frozen","Filetes de Gadiformes (excepto bacalaos, eglefinos, carboneros, merluzas, abadejo de Alaska), congelados","Filets de poissons Gadiformes (à l'excl. des morues, églefins, lieus noirs, merlus, lieus d'Alaska), congelés, nca"
"0304.81","","628","Pacific, Atlantic and Danube salmon, fillets, frozen","Salmones del Pacífico, del Atlántico y  del Danubio, filetes, congelados","Filets de saumons du Pacifique, de l'Atlantique et du Danube, congelés"
"0304.82","","629","Trout, fillets, frozen","Filetes de truchas, congelados","Filets de truites, congelés"
"0304.83","","630","Flat fish, fillets, frozen","Filetes de pescados planos, congelados","Filets de poissons plats, congelés"
"0304.84","","631","Swordfish (Xiphias gladius), fillets, frozen","Filetes de peces espada (Xiphias gladius), congelados","Filets d'espadons (Xiphias gladius), congelés"
"0304.85","","632","Toothfish (Dissostichus spp.), fillets, frozen","Filetes de austromerluza (Dissostichus spp.), congelados","Filets de légines (Dissostichus spp.), congelés"
"0304.86","","633","Herrings (Clupea harengus, Clupea pallasii), fillets, frozen","Filetes de arenques (Clupea harengus, Clupea pallasii), congelados","Filets de harengs (Clupea harengus, Clupea pallasii), congelés"
"0304.87","","634","Tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), fillets, frozen","Filetes de atunes (del género Thunnus), listados (bonitos de vientre rayado) (Katsuwonus pelamis), congelados","Filets de thons (du genre Thunnus), listaos (bonites à ventre rayé) (Katsuwonus pelamis), congelés"
"0304.88","","635","Dogfish, other sharks, rays and skates (Rajidae), fillets, frozen","Filetes de cazones, demás escualos y rayas (Rajidae), congelados","Filets de squales (Squalidae) et raies (Rajidae), congelés"
"0304.89","","636","Fish fillets, frozen, nei","Filetes de pescado, congelados, nep","Filets de poissons, congelés, nca"
"0304.91","","637","Swordfish (Xiphias gladius) meat, frozen","Carne de peces espada (Xiphias gladius), congelada","Chair d'espadons (Xiphias gladius), congelée"
"0304.92","","638","Toothfish (Dissostichus spp.) meat, frozen","Carne de austromerluza (Dissostichus spp.), congelada","Chair de légines (Dissostichus spp.), congelée"
"0304.93","","639","Tilapias, catfish, carp, eels, Nile perch and snakeheads  meat, frozen","Carne de tilapias, bagres o peces gatos, carpas, anguilas, percas del Nilo y peces cabeza de serpiente, congelada","Chair de tilapias, silures, carpes, anguilles, perches du Nil et poissons tête de serpent, congelée"
"0304.94","","640","Alaska Pollock (Theragra chalcogramma), meat, frozen","Carne de abadejo de Alaska (Theragra chalcogramma), congelada","Chair de lieus d'Alaska (Theragra chalcogramma), congelée"
"0304.95","","641","Meat of Gadiformes (excl. Alaska Pollock), frozen","Carne de pescados de Gadiformes, excepto el abadejo de Alaska (Theragra chalcogramma), congelada","Chair de poissons Gadiformes, autres que les lieus d'Alaska (Theragra chalcogramma), congelée"
"0304.96","","642","Dogfish (Squalidae) and other sharks, meat, frozen","Carne de cazones y demás escualos (Squalidae), congelada","Chair de squale (Squalidae), congelée"
"0304.97","","643","Rays and skates (Rajidae) meat, frozen","Carne de rayas (Rajidae), congelada","Chair de raies (Rajidae), congelée"
"0304.99","","644","Fish meat, whether or not minced, frozen","Carne de pescado (incluso picadas), congelada","Chair de poissons, même hachée, congelée"
"0305.20","","645","Fish livers and roes, dried, salted or in brine, smoked","Hígados, huevas y lechas, secos, salados o en salmuera, ahumados","Foies, oeufs et laitances de poissons, séchés, fumés, salés ou en saumure"
"0305.31","","646","Tilapias, catfish, carp, eels, nile perch and snakeheads, fillets, dried, salted or in brine, not smoked","Filetes secos, sal. o salm., no ahum. de tilapia,bagre o pez gato,carpa, anguila,perca del Nilo,pece cabeza de serpiente","Filets séchés, salés ou en saumure, non fumés de tilapia, siluridé, carpe, anguille, perche du Nil et pois. tête de serpent"
"0305.32","","647","Gadiformes, fillets, dried, salted or in brine, not smoked","Filetes de Gadiformes, secos, salados o en salmuera, sin ahumar","Filets de poissons Gadiformes, séchés, salés ou en saumure, mais non fumés"
"0305.39","","648","Other fish fillets, dried, salted or in brine, not smoked","Los demás filetes secos, salados o en salmuera, sin ahumar","Autres filets séchés, salés ou en saumure, mais non fumés"
"0305.41","","649","Salmons, including fillets, smoked","Salmones, incluso los filetes, ahumados","Saumons, y compris les filets, fumés"
"0305.42","","650","Herrings, including fillets, smoked","Arenques, incluso los filetes, ahumados","Harengs, y compris les filets, fumés"
"0305.43","","651","Trout, including fillets, smoked","Truchas,  incluso los filetes, ahumadas","Truites,  y compris les filets, fumées"
"0305.44","","652","Tilapias, catfish, carp, eels, Nile perch and snakeheads, including fillets, smoked","Tilapia, bagre o pez gato, carpa, anguila, perca del Nilo y peces cabeza de serpiente,  incluso los filetes, ahumados","Tilapias, siluridés, carpes, anguilles, perches du Nil et poissons tête de serpent,  y compris les filets, fumés"
"0305.49","","653","Other fish, including fillets, smoked","Los demás pescados ahumados incluso los filetes","Autres poissons, y compris les filets, fumés"
"0305.51","","654","Dried cod (Gadus spp.), whether or not salted but not smoked","Bacalaos (Gadus spp.), secos, incluso salados, sin ahumar","Morues (Gadus spp.), séchées, même salées, mais non fumées"
"0305.52","","655","Dried tilapias, catfish, carp, eels, Nile perch and snakeheads, whether or not salted, not smoked, nei","Tilapia, bagre, carpa, anguila, perca del Nilo y peces cabeza de serpiente,  secos, incluso salados, sin ahumar, nep","Tilapia, silure, carpe, anguille, perche du Nil et poissons tête de serpent, séchés, même salés, mais non fumés"
"0305.53","","656","Dried Gadiformes, whether or not salted, but not smoked","Gadiformes, secos, incluso salados, sin ahumar, nep","Poissons Gadiformes, séchés, même salés, mais non fumés, nca"
