Code,Identifier,Name_En,Name_Es,Name_Fr
0307.99,30119,"Other molluscs, including sea urchins, sea cucumbers and other aq. invertebrates, frozen, dried, salted or in brine","Los demás moluscos, erizos de mar,cohombros de mar, otros inverteb. acuáticos,  congelados, secos, salados o en salmuera","Autres mollusques, oursins, concombres de mer et autres invertébrés aquatiques,  congelés, séché, salés ou en saumure"
0508.00,30122,"Coral and similar material, unworked or simply prepared","Coral y sustancias análogas, sin labrar o preparadas simplemente","Corail et matières similaires, bruts ou simplement preparés"
0509.00,30124,Natural sponges of animal origin,Esponjas naturales de origen animal,Éponges naturelles d'origine animale
0511.91,30126,Fish waste,Desperdicios de pescado,Déchets de poissons
1212.20,30130,Seaweeds and other algae,Algas marinas y otras algas,Algues
1302.31,30133,Agar - agar,Agar - agar,Agar - agar
1504.10,30136,Fish-liver oils,Aceites de hígado de pescado,Huiles de foies de poissons
1504.20,30137,"Fish oils, other than liver oils","Aceites de pescado, excepto los aceites de hígado","Huiles de poissons, à l'exclusion des huiles de foies"
1504.30,30138,Oils of marine mammals,Aceites de mamíferos marinos,Huiles de mammifères marins
1604.11,30141,"Salmon, prepared or preserved","Salmones, preparados y conservados",Préparations et conserves de saumons
1604.12,30142,"Herrings, prepared or preserved","Arenques, preparados y conservados",Préparations et conserves de harengs
1604.13,30143,"Sardines, sardinella and brisling or sprats, prepared or preserved","Sardinas, sardinelas y espadines, preparados y conservados","Préparations et conserves de sardines, sardinelles, sprats ou esprots"
1604.14,30144,"Tunas, skipjack and Atlantic bonito, prepared or preserved","Atunes, listados y bonitos, preparados y conservados","Préparations et conserves de thons, de listaos et de bonites"
1604.15,30145,"Mackerel, prepared or preserved","Caballas, preparadas y conservadas",Préparations et conserves de maquereaux
1604.16,30146,"Anchovies, prepared or preserved","Anchoas, preparadas y conservadas",Préparations et conserves d'anchois
1604.19,30147,"Other fish, whole or in pieces, prepared or preserved","Los demás pescados, preparados y conservados","Autres poissons, préparations et conserves"
1604.20,30148,"Prepared or preserved fish, excl. whole or in pieces",Las demás preparaciones y conservas de pescado picado,"Préparations et conserves de poissons, à l'excl. des prép. et conserves de poissons entiers ou en morceaux"
1604.30,30149,Caviar and caviar substitutes,Caviar y sucedáneos de caviar,Caviar et succédanés de caviar
1605.10,30151,"Crab, prepared or preserved","Cangrejos de mar, preparados o conservados","Crabes, préparés ou conservés"
1605.20,30152,"Shrimps and prawns, prepared or preserved","Camarones, langostinos, quisquillas y gambas, preparados o conservados","Crevettes, préparées ou conservées"
1605.30,30153,"Lobster, prepared or preserved","Bogavantes, preparados o conservados","Homards, préparés ou conservés"
1605.40,30154,"Other crustaceans, prepared or preserved","Los demás crustáceos, preparados o conservados","Autres crustacés, préparés ou conservés"
1605.90,30155,"Molluscs and aquatic invertebrates, prepared or preserved","Los demás moluscos e invertebrados acuáticos, preparados o conservados","Mollusques et autres invertébrés aquatiques, préparés ou conservés"
2103.90,30158,"Sauces and preparations therefor; mixed condiments and mixed seasonings, nei","Preparaciones para salsas y salsas preparadas; condimentos y sazonadores, compuestos, nep","Préparations pour sauces et sauces préparées; condiments et assaisonnements, composés, nca"
2301.20,30161,"Meals of fish or crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption","Harinas de pescado, crustáceos, moluscos o de otros invertebrados acuáticos, impropias para la alimentación humana","Farines de poissons ou de crustacés, de mollusques, d'autres invertébrés aquatiques, impropres à l'alimentation humaine"
2309.90,30163,"Preparations of a kind used in animal feeding, nei","Preparaciones del tipo de las utilizadas para la alimentación de los animales, nep","Préparations des types utilisés pour l'alimentation des animaux, nca"
